column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,date,fulldate,fulltime,fulldatewithtime
7408,T03039784,A00010079,Debit,Cash Withdrawal,14.6,83919.7,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:09:48,2013-07-31T12:09:48
7409,T03464390,A00003001,Credit,,101.3,24467.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:52:14,2013-07-31T16:52:14
7410,T03462079,A00002411,Credit,,17.3,25800.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:40:56,2013-07-31T09:40:56
7411,T03463249,A00002714,Credit,,119.1,24692.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:06:29,2013-07-31T08:06:29
7412,T03462356,A00002458,Credit,,220.9,52983.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:35:07,2013-07-31T16:35:07
7413,T03463736,A00002817,Credit,,201.6,48558.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:20:14,2013-07-31T11:20:14
7414,T03462223,A00002436,Credit,,76.2,22642.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:29:24,2013-07-31T11:29:24
7415,T03602144,A00002177,Credit,,99.2,22156.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:54:04,2013-07-31T13:54:04
7416,T03604127,A00002241,Credit,,126.9,28882.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:23:30,2013-07-31T12:23:30
7417,T03602381,A00002186,Credit,,18.3,6510.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:14:59,2013-07-31T12:14:59
7418,T03603351,A00002219,Credit,,292.0,83405.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:06:53,2013-07-31T09:06:53
7419,T03602483,A00002189,Credit,,171.9,43162.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:54:32,2013-07-31T14:54:32
7420,T03602065,A00002176,Credit,,299.7,96972.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:26:17,2013-07-31T08:26:17
7421,T03603234,A00002216,Credit,,387.6,61273.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:04:43,2013-07-31T10:04:43
7422,T03603417,A00002220,Credit,,75.7,25157.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:55:17,2013-07-31T08:55:17
7423,T03604337,A00002245,Credit,,199.9,45603.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:54:53,2013-07-31T09:54:53
7424,T03604197,A00002242,Credit,,285.0,58133.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:26:59,2013-07-31T16:26:59
7425,T03604754,A00002256,Credit,,91.7,22709.5,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:19:57,2013-07-31T14:19:57
7426,T03603494,A00002222,Credit,,149.8,29592.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:04:54,2013-07-31T09:04:54
7427,T01092096,A00003734,Debit,Cash Withdrawal,14.6,34123.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:08:47,2013-07-31T13:08:47
7428,T02135483,A00007231,Debit,Cash Withdrawal,14.6,100928.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,10:39:49,2013-07-31T10:39:49
7429,T02256454,A00007445,Debit,Cash Withdrawal,14.6,64585.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:21:45,2013-07-31T12:21:45
7430,T02243066,A00007401,Debit,Cash Withdrawal,14.6,38868.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,14:51:30,2013-07-31T14:51:30
7431,T00073885,A00000244,Debit,Cash Withdrawal,14.6,26757.3,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,08:54:55,2013-07-31T08:54:55
7432,T00073847,A00000244,Debit,Cash Withdrawal,300.0,26771.9,,,,2013,7,31,2013-07-31,2013-07-31,13:14:26,2013-07-31T13:14:26
7433,T00057661,A00000192,Debit,Cash Withdrawal,14.6,19100.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:54:59,2013-07-31T15:54:59
7434,T00059135,A00000197,Debit,Cash Withdrawal,14.6,44364.5,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:53:22,2013-07-31T16:53:22
7435,T00110720,A00000374,Debit,Cash Withdrawal,14.6,11009.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:47:42,2013-07-31T12:47:42
7436,T00063956,A00000212,Debit,Cash Withdrawal,30.0,52894.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,11:59:16,2013-07-31T11:59:16
7437,T00914751,A00003117,Debit,Cash Withdrawal,14.6,22548.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:15:30,2013-07-31T16:15:30
7438,T00521771,A00001780,Debit,Cash Withdrawal,25500.0,51498.5,,,,2013,7,31,2013-07-31,2013-07-31,14:34:33,2013-07-31T14:34:33
7439,T00581923,A00001979,Debit,Cash Withdrawal,14.6,16394.3,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,11:22:32,2013-07-31T11:22:32
7440,T00579617,A00001972,Debit,Cash Withdrawal,14.6,20821.5,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:35:31,2013-07-31T09:35:31
7441,T00679884,A00002321,Debit,Cash Withdrawal,14.6,25731.7,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:06:29,2013-07-31T15:06:29
7442,T00470128,A00001601,Debit,Cash Withdrawal,14.6,18061.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,10:49:45,2013-07-31T10:49:45
7443,T00495138,A00001688,Debit,Cash Withdrawal,14.6,25321.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,14:28:39,2013-07-31T14:28:39
7444,T00699523,A00002393,Debit,Cash Withdrawal,14.6,37597.3,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,14:07:50,2013-07-31T14:07:50
7445,T00700326,A00002396,Debit,Cash Withdrawal,14.6,19005.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,08:57:25,2013-07-31T08:57:25
7446,T00771419,A00002632,Debit,Cash Withdrawal,14.6,42907.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:47:46,2013-07-31T09:47:46
7447,T00771490,A00002632,Debit,Cash Withdrawal,10700.0,32207.4,,,,2013,7,31,2013-07-31,2013-07-31,10:28:11,2013-07-31T10:28:11
7448,T03542023,A00000346,Credit,,88.1,20778.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:26:36,2013-07-31T10:26:36
7449,T03540923,A00000317,Credit,,7.3,30429.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:19:41,2013-07-31T12:19:41
7450,T03542490,A00000361,Credit,,273.6,47613.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:45:48,2013-07-31T09:45:48
7451,T03541140,A00000322,Credit,,165.7,39440.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:28:13,2013-07-31T10:28:13
7452,T03541293,A00000327,Credit,,143.9,38884.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:02:02,2013-07-31T12:02:02
7453,T03540642,A00000306,Credit,,72.6,23409.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:59:27,2013-07-31T09:59:27
7454,T03541518,A00000334,Credit,,119.3,36477.5,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:39:30,2013-07-31T14:39:30
7455,T03542750,A00000368,Credit,,23.0,9537.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:14:32,2013-07-31T10:14:32
7456,T03539848,A00000280,Credit,,115.1,27569.2,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:28:49,2013-07-31T11:28:49
7457,T03542559,A00000362,Credit,,165.5,41646.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:24:08,2013-07-31T09:24:08
7458,T00615718,A00002099,Debit,Cash Withdrawal,30.0,90930.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,11:34:44,2013-07-31T11:34:44
7459,T00618348,A00002110,Debit,Cash Withdrawal,14.6,13949.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:44:60,2013-07-31T15:44:60
7460,T00661068,A00002256,Debit,Cash Withdrawal,14.6,22694.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:17:21,2013-07-31T13:17:21
7461,T03567902,A00001132,Credit,,200.0,43989.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:06:40,2013-07-31T13:06:40
7462,T03567578,A00001126,Credit,,111.6,27177.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:31:24,2013-07-31T15:31:24
7463,T03568403,A00001145,Credit,,10.3,3831.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:38:13,2013-07-31T08:38:13
7464,T03568953,A00001161,Credit,,27.2,18433.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:07:16,2013-07-31T13:07:16
7465,T03569113,A00001166,Credit,,156.1,40904.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:16:01,2013-07-31T16:16:01
7466,T03568337,A00001144,Credit,,48.3,12082.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:28:35,2013-07-31T13:28:35
7467,T03569497,A00001179,Credit,,83.7,19476.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:36:07,2013-07-31T14:36:07
7468,T03568034,A00001134,Credit,,164.7,38374.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:34:27,2013-07-31T09:34:27
7469,T03567276,A00001118,Credit,,26.0,7764.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:13:48,2013-07-31T12:13:48
7470,T03570110,A00001200,Credit,,268.7,66785.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:18:35,2013-07-31T12:18:35
7471,T03567649,A00001127,Credit,,203.9,37900.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:14:50,2013-07-31T08:14:50
7472,T03595789,A00001972,Credit,,95.1,20836.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:25:60,2013-07-31T15:25:60
7473,T03595959,A00001978,Credit,,82.4,29284.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:01:08,2013-07-31T08:01:08
7474,T03596961,A00002008,Credit,,139.6,34621.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:08:27,2013-07-31T09:08:27
7475,T03594803,A00001944,Credit,,187.8,39227.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:30:10,2013-07-31T12:30:10
7476,T03595441,A00001965,Credit,,125.6,27000.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:31:18,2013-07-31T13:31:18
7477,T03596657,A00001999,Credit,,83.3,23911.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:38:21,2013-07-31T14:38:21
7478,T03597452,A00002022,Credit,,22.3,10038.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:41:41,2013-07-31T10:41:41
7479,T03597523,A00002023,Credit,,185.6,39697.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:25:24,2013-07-31T15:25:24
7480,T03596026,A00001979,Credit,,69.3,16408.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:06:10,2013-07-31T10:06:10
7481,T03594130,A00001926,Credit,,114.6,26286.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:12:54,2013-07-31T11:12:54
7482,T03595512,A00001966,Credit,,237.5,59916.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:22:35,2013-07-31T10:22:35
7483,T03596438,A00001990,Credit,,16.1,7131.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:19:30,2013-07-31T12:19:30
7484,T03646970,A00003542,Credit,,16.7,7428.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:08:29,2013-07-31T15:08:29
7485,T03646315,A00003521,Credit,,31.8,47398.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:23:07,2013-07-31T14:23:07
7486,T03647085,A00003545,Credit,,208.1,47487.2,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:07:24,2013-07-31T13:07:24
7487,T03646123,A00003513,Credit,,269.0,63887.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:28:21,2013-07-31T10:28:21
7488,T03645347,A00003487,Credit,,153.5,38615.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:31:12,2013-07-31T12:31:12
7489,T03646194,A00003514,Credit,,68.0,16631.5,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:60:25,2013-07-31T13:60:25
7490,T03647546,A00003558,Credit,,197.8,56408.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:03:10,2013-07-31T14:03:10
7491,T03647733,A00003566,Credit,,66.1,21372.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:48:26,2013-07-31T16:48:26
7492,T03648657,A00003592,Credit,,71.3,18126.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:39:52,2013-07-31T14:39:52
7493,T03123232,A00010364,Debit,Cash Withdrawal,14.6,30623.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,08:09:35,2013-07-31T08:09:35
7494,T03554689,A00000738,Credit,,39.1,26486.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:46:08,2013-07-31T14:46:08
7495,T03555643,A00000764,Credit,,116.1,27292.5,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:42:22,2013-07-31T10:42:22
7496,T03555844,A00000772,Credit,,158.0,39698.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:50:26,2013-07-31T08:50:26
7497,T03555096,A00000748,Credit,,119.3,29453.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:31:51,2013-07-31T11:31:51
7498,T03557503,A00000830,Credit,,225.3,41928.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:21:43,2013-07-31T08:21:43
7499,T03556867,A00000813,Credit,,115.2,28971.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:56:52,2013-07-31T11:56:52
7500,T03556403,A00000793,Credit,,65.6,15301.2,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:60:57,2013-07-31T14:60:57
7501,T03554909,A00000744,Credit,,28.7,29221.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:20:59,2013-07-31T09:20:59
7502,T01039356,A00003554,Debit,Cash Withdrawal,14.6,22077.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:34:12,2013-07-31T16:34:12
7503,T01036461,A00003545,Debit,Cash Withdrawal,14.6,47472.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,10:04:41,2013-07-31T10:04:41
7504,T01504556,A00005129,Debit,Cash Withdrawal,14.6,86225.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:15:10,2013-07-31T13:15:10
7505,T01531571,A00005215,Credit,Credit in Cash,6500.0,22236.4,,,,2013,7,31,2013-07-31,2013-07-31,12:02:01,2013-07-31T12:02:01
7506,T00010912,A00000036,Credit,Credit in Cash,4000.0,24426.4,,,,2013,7,31,2013-07-31,2013-07-31,16:33:02,2013-07-31T16:33:02
7507,T00002327,A00000009,Debit,Cash Withdrawal,2100.0,17578.9,,,,2013,7,31,2013-07-31,2013-07-31,08:06:47,2013-07-31T08:06:47
7508,T00002367,A00000009,Debit,Cash Withdrawal,14.6,19678.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:59:02,2013-07-31T16:59:02
7509,T00000632,A00000002,Debit,Cash Withdrawal,14.6,39068.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:17:14,2013-07-31T13:17:14
7510,T00883247,A00003008,Debit,Cash Withdrawal,14.6,27115.2,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:50:33,2013-07-31T12:50:33
7511,T00887401,A00003026,Debit,Cash Withdrawal,14.6,41601.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,11:01:57,2013-07-31T11:01:57
7512,T00480525,A00001637,Debit,Cash Withdrawal,14.6,20883.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:06:24,2013-07-31T12:06:24
7513,T00477875,A00001628,Debit,Cash Withdrawal,14.6,15624.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:11:11,2013-07-31T16:11:11
7514,T00527960,A00001801,Debit,Cash Withdrawal,14.6,58587.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:19:24,2013-07-31T13:19:24
7515,T00530006,A00001806,Debit,Cash Withdrawal,14.6,20689.5,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,14:59:02,2013-07-31T14:59:02
7516,T00612648,A00002087,Debit,Cash Withdrawal,30.0,72587.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:14:12,2013-07-31T12:14:12
7517,T00881063,A00003001,Debit,Cash Withdrawal,14.6,24453.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:23:37,2013-07-31T12:23:37
7518,T00882808,A00003007,Debit,Cash Withdrawal,14.6,50748.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:30:44,2013-07-31T16:30:44
7519,T01081562,A00003693,Debit,Cash Withdrawal,14.6,36367.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:52:35,2013-07-31T09:52:35
7520,T01081034,A00003691,Debit,Cash Withdrawal,14.6,23759.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:55:06,2013-07-31T12:55:06
7521,T01143139,A00003909,Debit,Cash Withdrawal,14.6,42703.2,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:58:47,2013-07-31T09:58:47
7522,T01693892,A00005740,Debit,Cash Withdrawal,14.6,59874.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,10:02:54,2013-07-31T10:02:54
7523,T03535904,A00000165,Credit,,32.8,14782.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:38:38,2013-07-31T09:38:38
7524,T03537493,A00000212,Credit,,233.2,52924.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:05:17,2013-07-31T11:05:17
7525,T03538745,A00000244,Credit,,114.5,27071.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:30:51,2013-07-31T12:30:51
7526,T03537856,A00000222,Credit,,243.3,58533.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:20:32,2013-07-31T16:20:32
7527,T03538541,A00000239,Credit,,211.5,50565.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:31:28,2013-07-31T13:31:28
7528,T03535837,A00000163,Credit,,117.9,27603.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:15:37,2013-07-31T16:15:37
7529,T03536974,A00000197,Credit,,231.8,44379.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:03:60,2013-07-31T08:03:60
7530,T03535061,A00000142,Credit,,49.7,17759.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:56:57,2013-07-31T16:56:57
7531,T03536768,A00000192,Credit,,78.8,19114.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:09:06,2013-07-31T14:09:06
7532,T03536614,A00000188,Credit,,165.1,41267.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,12:54:29,2013-07-31T12:54:29
7533,T00275536,A00000943,Debit,Cash Withdrawal,14.6,14976.3,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,11:44:43,2013-07-31T11:44:43
7534,T00275911,A00000944,Debit,Cash Withdrawal,14.6,58946.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:16:43,2013-07-31T16:16:43
7535,T00309555,A00001054,Debit,Cash Withdrawal,14.6,27658.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,10:42:37,2013-07-31T10:42:37
7536,T00308025,A00001050,Debit,Cash Withdrawal,100.0,54279.7,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:26:36,2013-07-31T13:26:36
7537,T00439301,A00001493,Debit,Cash Withdrawal,14.6,18089.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:21:36,2013-07-31T16:21:36
7538,T00227040,A00000772,Debit,Cash Withdrawal,14.6,39683.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:46:49,2013-07-31T09:46:49
7539,T00224536,A00000764,Debit,Cash Withdrawal,14.6,27277.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:16:17,2013-07-31T15:16:17
7540,T00233331,A00000793,Debit,Cash Withdrawal,14.6,15286.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:15:46,2013-07-31T13:15:46
7541,T01050553,A00003593,Debit,Cash Withdrawal,14.6,43323.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:55:29,2013-07-31T09:55:29
7542,T01050083,A00003592,Debit,Cash Withdrawal,14.6,18112.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,14:34:09,2013-07-31T14:34:09
7543,T01163639,A00003983,Debit,Cash Withdrawal,14.6,45061.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:43:02,2013-07-31T13:43:02
7544,T01450453,A00004937,Debit,Cash Withdrawal,14.6,69362.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:53:14,2013-07-31T09:53:14
7545,T02810397,A00009307,Debit,Cash Withdrawal,14.6,31111.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,16:19:31,2013-07-31T16:19:31
7546,T02841438,A00009403,Debit,Cash Withdrawal,30.0,55557.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:00:16,2013-07-31T13:00:16
7547,T02798187,A00009265,Debit,Cash Withdrawal,14.6,97513.2,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:06:58,2013-07-31T13:06:58
7548,T03608669,A00002379,Credit,,126.1,29645.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:02:47,2013-07-31T14:02:47
7549,T03605801,A00002293,Credit,,113.8,27506.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:25:54,2013-07-31T09:25:54
7550,T03608598,A00002378,Credit,,314.8,60991.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,10:09:49,2013-07-31T10:09:49
7551,T03605950,A00002298,Credit,,61.3,22849.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:56:52,2013-07-31T15:56:52
7552,T03606984,A00002330,Credit,,55.7,13368.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:51:60,2013-07-31T15:51:60
7553,T03607861,A00002357,Credit,,63.8,16280.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:47:18,2013-07-31T14:47:18
7554,T03609245,A00002396,Credit,,53.5,19020.5,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:53:11,2013-07-31T16:53:11
7555,T03607200,A00002336,Credit,,16.0,6293.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:07:33,2013-07-31T13:07:33
7556,T03606351,A00002313,Credit,,134.6,34410.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:15:47,2013-07-31T14:15:47
7557,T03607356,A00002342,Credit,,38.9,14509.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:04:32,2013-07-31T13:04:32
7558,T03609133,A00002393,Credit,,155.3,37611.9,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:02:20,2013-07-31T16:02:20
7559,T03606851,A00002327,Credit,,69.4,21583.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,13:27:57,2013-07-31T13:27:57
7560,T03606593,A00002321,Credit,,182.6,25746.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:23:01,2013-07-31T11:23:01
7561,T00401264,A00001366,Debit,Cash Withdrawal,14.6,30391.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:09:26,2013-07-31T12:09:26
7562,T00402941,A00001372,Debit,Cash Withdrawal,14.6,31112.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:48:05,2013-07-31T15:48:05
7563,T00405031,A00001378,Debit,Cash Withdrawal,14.6,76006.0,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:01:04,2013-07-31T09:01:04
7564,T00716241,A00002453,Debit,Cash Withdrawal,14.6,15474.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,12:25:27,2013-07-31T12:25:27
7565,T00286518,A00000982,Debit,Cash Withdrawal,14.6,17040.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:22:28,2013-07-31T15:22:28
7566,T00285301,A00000979,Debit,Cash Withdrawal,14.6,35297.6,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,09:28:06,2013-07-31T09:28:06
7567,T00292482,A00001000,Debit,Cash Withdrawal,14.6,39900.9,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,15:56:27,2013-07-31T15:56:27
7568,T01132957,A00003871,Debit,Cash Withdrawal,14.6,18518.4,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:48:15,2013-07-31T13:48:15
7569,T01132921,A00003871,Debit,Cash Withdrawal,1920.0,18533.0,,,,2013,7,31,2013-07-31,2013-07-31,13:22:14,2013-07-31T13:22:14
7570,T00796960,A00002714,Debit,Cash Withdrawal,14.6,24678.1,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,08:27:01,2013-07-31T08:27:01
7571,T00871744,A00002970,Debit,Cash Withdrawal,14.6,28587.8,Payment on Statement,,,2013,7,31,2013-07-31,2013-07-31,13:09:54,2013-07-31T13:09:54
7572,T03612749,A00002497,Credit,,126.1,30160.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:00:27,2013-07-31T16:00:27
7573,T03610515,A00002433,Credit,,83.9,17228.4,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:51:28,2013-07-31T08:51:28
7574,T03612569,A00002493,Credit,,126.5,30891.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:18:54,2013-07-31T09:18:54
7575,T03612334,A00002488,Credit,,14.4,12638.1,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,14:25:49,2013-07-31T14:25:49
7576,T03610586,A00002434,Credit,,70.6,19036.6,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:51:33,2013-07-31T11:51:33
7577,T03612145,A00002484,Credit,,180.4,45690.7,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,08:41:16,2013-07-31T08:41:16
7578,T03611049,A00002453,Credit,,18.5,15489.0,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,15:36:41,2013-07-31T15:36:41
7579,T03610008,A00002423,Credit,,61.3,25416.3,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,09:51:29,2013-07-31T09:51:29
7580,T03610115,A00002425,Credit,,136.2,25092.8,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,11:00:44,2013-07-31T11:00:44
7581,T03612971,A00002503,Credit,,180.7,43260.5,Interest Credited,,,2013,7,31,2013-07-31,2013-07-31,16:24:29,2013-07-31T16:24:29
